gene,miRNA,interaction
ZFYVE21,hsa-miR-6501-5p,1
RAB19,hsa-miR-6786-5p,0
ZBTB16,hsa-miR-6786-5p,0
RAB19,hsa-miR-6887-3p,0
MRPL51,hsa-miR-6887-3p,1
DNER,hsa-miR-6887-3p,1
GALR3,hsa-miR-95-5p,0
KIFC3,hsa-miR-4490,1
SCGB1D4,hsa-miR-5006-3p,0
NSUN4,hsa-miR-5006-3p,1
FAIM3,hsa-miR-5006-3p,1
SPEF1,hsa-miR-5006-3p,1
RTN2,hsa-miR-1304-3p,0
NFKBIL2,hsa-miR-1304-3p,0
ZBTB2,hsa-miR-1304-3p,1
GATAD2A,hsa-miR-6504-3p,0
TRIM41,hsa-miR-6504-3p,1
ARL2BP,hsa-miR-6504-3p,1
TM2D2,hsa-miR-382-3p,1
CHRNA4,hsa-miR-382-3p,0
C10ORF104,hsa-miR-382-3p,1
GTF2H4,hsa-miR-382-3p,1
LASS5,hsa-miR-3622a-3p,0
FAM183A,hsa-miR-3622a-3p,1
NCALD,hsa-miR-7160-5p,0
SEMA3B,hsa-miR-7160-5p,1
RIC8B,hsa-miR-7160-5p,1
CHRNA4,hsa-miR-4499,0
SLC4A7,hsa-miR-4499,1
TREH,hsa-miR-4499,1
EPHA6,hsa-miR-4499,1
COX7A2,hsa-miR-3925-5p,1
FAM84A,hsa-miR-3925-5p,1
SPRY2,hsa-miR-3925-5p,1
OSR1,hsa-miR-3199,0
FDX1,hsa-miR-3199,0
DIXDC1,hsa-miR-3199,1
UGT8,hsa-miR-4278,0
COPS7B,hsa-miR-4278,0
IL2RB,hsa-miR-4278,0
C17ORF47,hsa-miR-4278,1
ZNF343,hsa-miR-4278,1
PSMB7,hsa-miR-548g-3p,0
AKR1D1,hsa-miR-548g-3p,0
KIAA0649,hsa-miR-548g-3p,1
HNRNPF,hsa-miR-548g-3p,1
ADAMTSL1,hsa-miR-2115-3p,0
ZSWIM6,hsa-miR-2115-3p,0
VILL,hsa-miR-2115-3p,1
C7ORF63,hsa-miR-2115-3p,1
PLP1,hsa-miR-4481,0
TMX2,hsa-miR-4481,0
LETM2,hsa-miR-4481,0
RARRES3,hsa-miR-4481,1
TMC7,hsa-miR-6732-5p,0
TMC7,hsa-miR-4706,0
CORO6,hsa-miR-4706,1
RXRA,hsa-miR-6886-3p,0
FGF4,hsa-miR-6886-3p,0
GMEB1,hsa-miR-6886-3p,1
ZNF585A,hsa-miR-6886-3p,1
SREBF2,hsa-miR-6886-3p,1
GLDC,hsa-miR-6886-3p,1
RXRA,hsa-miR-4750-3p,0
EPHA10,hsa-miR-4750-3p,0
CDK5RAP3,hsa-miR-4750-3p,0
ART3,hsa-miR-4750-3p,1
RXRA,hsa-miR-3665,0
C7ORF44,hsa-miR-3665,1
ARNT2,hsa-miR-3665,1
C14ORF4,hsa-miR-4754,0
TAF4B,hsa-miR-4754,0
HDX,hsa-miR-4754,1
HS6ST3,hsa-miR-4754,1
DEFB107A,hsa-miR-2115-5p,0
RAD51AP2,hsa-miR-2115-5p,0
FAM183A,hsa-miR-2115-5p,0
STX19,hsa-miR-2115-5p,0
HEXIM2,hsa-miR-2115-5p,0
C20ORF24,hsa-miR-2115-5p,1
DEFB107A,hsa-miR-6824-3p,0
CYP2C8,hsa-miR-6824-3p,0
PCDH24,hsa-miR-6824-3p,1
TCAP,hsa-miR-4421,0
PAN2,hsa-miR-4421,0
BET3L,hsa-miR-4421,1
ARHGEF1,hsa-miR-302f,0
EMR4P,hsa-miR-302f,1
NRIP1,hsa-miR-302f,1
FH,hsa-miR-362-3p,0
ZNF502,hsa-miR-362-3p,0
FH,hsa-miR-6736-5p,0
SRRM2,hsa-miR-6736-5p,0
METTL11B,hsa-miR-6736-5p,1
SLN,hsa-miR-6736-5p,1
EDIL3,hsa-miR-6736-5p,1
ZSWIM6,hsa-miR-3679-3p,0
BIN2,hsa-miR-3679-3p,0
HCRTR2,hsa-miR-3679-3p,0
PROKR2,hsa-miR-3679-3p,1
ZSWIM6,hsa-miR-122b-5p,0
CBFA2T3,hsa-miR-122b-5p,0
SARS2,hsa-miR-122b-5p,0
SCN5A,hsa-miR-122b-5p,0
LILRB2,hsa-miR-122b-5p,0
BRSK2,hsa-miR-122b-5p,0
SQRDL,hsa-miR-122b-5p,0
COBLL1,hsa-miR-122b-5p,0
ESPN,hsa-miR-122b-5p,1
POTEB,hsa-miR-7107-5p,0
CSGALNACT2,hsa-miR-7107-5p,1
RNPEPL1,hsa-miR-7107-5p,1
GKAP1,hsa-miR-3976,0
FAM177B,hsa-miR-3976,1
TXNDC15,hsa-miR-139-3p,1
EBPL,hsa-miR-139-3p,1
TMEFF1,hsa-miR-139-3p,1
KIAA1881,hsa-miR-5094,0
AP3S1,hsa-miR-5094,1
AFF3,hsa-miR-5094,1
HP1BP3,hsa-miR-5704,0
C8ORF80,hsa-miR-5704,0
HP1BP3,hsa-miR-4648,0
PHF23,hsa-miR-4648,1
RPS6KB1,hsa-miR-4648,1
FAM50A,hsa-miR-4648,1
IDI2,hsa-miR-4648,1
VAMP3,hsa-miR-4648,1
DGKH,hsa-miR-3937,0
ST6GALNAC2,hsa-miR-3937,0
HDAC5,hsa-miR-3937,1
KERA,hsa-miR-3937,1
MPZL1,hsa-miR-3937,1
FAM86B1,hsa-miR-6835-3p,0
EIF5A2,hsa-miR-6835-3p,1
ERI1,hsa-miR-6835-3p,1
CA1,hsa-miR-6835-3p,1
OXNAD1,hsa-miR-616-3p,0
GPR37,hsa-miR-616-3p,1
CTNND1,hsa-miR-1324,1
RPL36,hsa-miR-1324,0
PEX6,hsa-miR-1324,0
PDCL2,hsa-miR-1324,1
OXGR1,hsa-miR-1324,1
PGP,hsa-miR-1203,0
THBD,hsa-miR-1203,1
PGP,hsa-miR-4500,0
PGP,hsa-let-7e-3p,0
PKD1,hsa-let-7e-3p,1
PGP,hsa-miR-5187-3p,0
HAMP,hsa-miR-5187-3p,1
MTERF,hsa-miR-6516-3p,0
ZNF670,hsa-miR-6516-3p,0
PRKACA,hsa-miR-6516-3p,0
MXRA5,hsa-miR-6516-3p,0
SULT2A1,hsa-miR-6516-3p,0
ATG9B,hsa-miR-6516-3p,1
GLIPR1L1,hsa-miR-6516-3p,1
MTERF,hsa-miR-2355-3p,1
VPS37C,hsa-miR-2355-3p,1
HOXC9,hsa-miR-2355-3p,1
ADAMTS14,hsa-miR-6722-5p,1
GNA12,hsa-miR-6722-5p,0
OPTC,hsa-miR-6722-5p,1
USP19,hsa-miR-6722-5p,1
AICDA,hsa-miR-4259,0
CC2D1B,hsa-miR-4259,0
PTGES3,hsa-miR-4259,1
GLTSCR2,hsa-miR-4259,1
RFFL,hsa-miR-6808-3p,0
RFFL,hsa-miR-3160-3p,0
SLC22A14,hsa-miR-3160-3p,1
PDE8B,hsa-miR-548ap-3p,0
TMBIM4,hsa-miR-548ap-3p,1
DLG4,hsa-miR-1269a,0
ZCCHC18,hsa-miR-1269a,1
MRPL28,hsa-miR-1269a,1
GPN3,hsa-miR-6735-5p,0
ILKAP,hsa-miR-585-3p,0
AFTPH,hsa-miR-585-3p,1
C2ORF83,hsa-miR-4512,1
SLC14A1,hsa-miR-4512,1
SOST,hsa-miR-4512,1
HOXB13,hsa-miR-4512,1
HIRIP3,hsa-miR-548ar-5p,0
NCL,hsa-miR-548ar-5p,0
EPB41L3,hsa-miR-548ar-5p,0
ACTL6B,hsa-miR-548ar-5p,1
ZNF420,hsa-miR-548ar-5p,1
TACR3,hsa-miR-519e-5p,0
DBP,hsa-miR-519e-5p,1
TACR3,hsa-miR-7109-5p,0
RHOV,hsa-miR-7109-5p,1
CMTM5,hsa-miR-7109-5p,1
GABPB1,hsa-miR-4450,1
RPUSD2,hsa-miR-4450,1
NEUROD2,hsa-miR-4450,1
NISCH,hsa-miR-4450,1
SLC13A4,hsa-miR-4450,1
DSCR9,hsa-miR-1297,0
NPY5R,hsa-miR-369-3p,0
MAP3K12,hsa-miR-369-3p,0
SLC35C2,hsa-miR-369-3p,1
S1PR5,hsa-miR-369-3p,1
ZNF837,hsa-miR-369-3p,1
FST,hsa-miR-369-3p,1
FAM86C,hsa-miR-6866-3p,1
PLGLB1,hsa-miR-6866-3p,0
ATRN,hsa-miR-6866-3p,1
SFRS4,hsa-miR-6866-3p,1
TH,hsa-miR-6866-3p,1
C6ORF203,hsa-miR-4779,0
YARS,hsa-miR-4779,1
ITIH5L,hsa-miR-4779,1
PLEKHB2,hsa-miR-4779,1
ATP1A3,hsa-miR-6129,0
TNFRSF4,hsa-miR-6129,1
ZNF22,hsa-miR-6129,1
HAO2,hsa-miR-6129,1
ATP1A3,hsa-miR-4761-5p,0
C17ORF74,hsa-miR-4761-5p,0
PISD,hsa-miR-10399-3p,1
MTM1,hsa-miR-10399-3p,0
PLEKHG4,hsa-miR-10399-3p,0
IBSP,hsa-miR-7154-5p,0
CES3,hsa-miR-7154-5p,0
DGCR6,hsa-miR-7154-5p,1
NUP133,hsa-miR-7154-5p,1
HGFAC,hsa-miR-7154-5p,1
DAAM1,hsa-miR-7154-5p,1
NCOA5,hsa-miR-7154-5p,1
ZNF253,hsa-miR-1249-5p,0
PRAMEF10,hsa-miR-1249-5p,0
MFSD4,hsa-miR-4428,1
CCDC73,hsa-miR-4428,1
OS9,hsa-miR-6769a-3p,0
LDB1,hsa-miR-6769a-3p,1
SCGB2A1,hsa-miR-4670-5p,0
ENDOG,hsa-miR-4670-5p,0
C6ORF222,hsa-miR-4670-5p,1
KLHL10,hsa-miR-6829-5p,0
MAML3,hsa-miR-6829-5p,0
IRF3,hsa-miR-6829-5p,0
C1ORF162,hsa-miR-6829-5p,1
NTRK2,hsa-miR-6829-5p,1
C1ORF106,hsa-miR-320a-3p,0
FLVCR1,hsa-miR-320a-3p,0
MAGEA5,hsa-miR-320a-3p,1
POLR2G,hsa-miR-320a-3p,1
C1ORF106,hsa-miR-4691-5p,0
CYLC2,hsa-miR-519a-3p,0
CNGA4,hsa-miR-519a-3p,1
PSD4,hsa-miR-190b-3p,0
IGSF3,hsa-miR-190b-3p,1
DEFB104A,hsa-miR-190b-3p,1
ZNF235,hsa-miR-190b-3p,1
RPL36,hsa-miR-6766-3p,0
C4ORF50,hsa-miR-6766-3p,1
RPL36,hsa-miR-3911,0
LCE3D,hsa-miR-3911,1
KIAA1529,hsa-miR-3911,1
FOXB1,hsa-miR-3911,1
ECHDC1,hsa-miR-3911,1
LOC286238,hsa-miR-147b-3p,0
RPH3AL,hsa-miR-147b-3p,0
PIP5K1C,hsa-miR-147b-3p,0
UBN1,hsa-miR-147b-3p,0
ATP5L,hsa-miR-550b-3p,1
PLCB4,hsa-miR-550b-3p,0
HBS1L,hsa-miR-550b-3p,1
ERO1L,hsa-miR-3689f,0
C16ORF57,hsa-miR-3689f,0
JPH1,hsa-miR-3689f,0
TTC26,hsa-miR-3689f,0
FAM107B,hsa-miR-3689f,0
RPS4X,hsa-miR-3689f,1
RAB5C,hsa-miR-3689f,1
SRRM2,hsa-miR-4733-3p,0
PKD1,hsa-miR-4733-3p,0
ATP2B2,hsa-miR-4733-3p,1
PDZD3,hsa-miR-4733-3p,1
MGAT3,hsa-miR-4733-3p,1
SRRM2,hsa-miR-4793-3p,0
PIGL,hsa-miR-4793-3p,1
SARS2,hsa-miR-4708-3p,0
GAP43,hsa-miR-4708-3p,0
CPT2,hsa-miR-4708-3p,1
KRT27,hsa-miR-4708-3p,1
TSEN54,hsa-miR-4708-3p,1
WHSC1L1,hsa-miR-3609,0
LYVE1,hsa-miR-3609,0
STK10,hsa-miR-3609,1
TADA3L,hsa-miR-3691-5p,1
BCKDHB,hsa-miR-6838-3p,0
BCKDHB,hsa-miR-4260,1
KDM5A,hsa-miR-4260,1
CACNG6,hsa-miR-4260,1
CC2D1B,hsa-miR-526b-3p,0
C1QTNF4,hsa-miR-526b-3p,0
DNAJC4,hsa-miR-526b-3p,1
RBM22,hsa-miR-526b-3p,1
DAK,hsa-miR-4743-3p,0
GREM2,hsa-miR-4743-3p,1
DAK,hsa-miR-6730-3p,0
PLD6,hsa-miR-6730-3p,1
ALDH1A1,hsa-miR-6730-3p,1
DAK,hsa-miR-5683,0
ARL9,hsa-miR-5683,0
RHBDF1,hsa-miR-4799-3p,0
TCTN3,hsa-miR-4799-3p,0
MTFMT,hsa-miR-4799-3p,1
ILF2,hsa-miR-4799-3p,1
C1QTNF4,hsa-miR-7974,0
TRIML1,hsa-miR-7974,0
PRG4,hsa-miR-7974,0
KEL,hsa-miR-7974,0
ADRA2C,hsa-miR-7974,0
GLRX5,hsa-miR-7974,1
ARL4A,hsa-miR-7974,1
COASY,hsa-miR-7705,0
VCY1B,hsa-miR-7705,1
PLEKHF2,hsa-miR-7705,1
TCTN3,hsa-miR-513c-5p,0
COG6,hsa-miR-513c-5p,0
KLK14,hsa-miR-513c-5p,0
NCAPG,hsa-miR-513c-5p,0
CHST12,hsa-miR-513c-5p,1
IFT172,hsa-miR-6856-3p,0
TESK1,hsa-miR-5089-5p,0
CEACAM5,hsa-miR-5089-5p,0
LIMS2,hsa-miR-5089-5p,1
SLC14A1,hsa-miR-6832-3p,1
TMEM104,hsa-miR-6832-3p,1
TUSC5,hsa-miR-6715b-5p,0
CEP55,hsa-miR-6715b-5p,0
ANKLE1,hsa-miR-6715b-5p,0
SLC1A3,hsa-miR-6715b-5p,1
C22ORF24,hsa-miR-6715b-5p,1
CT45A5,hsa-miR-6715b-5p,1
CNNM1,hsa-miR-6715b-5p,1
CIRH1A,hsa-miR-6165,1
FAM3C,hsa-miR-7845-5p,0
ZPBP,hsa-miR-7845-5p,0
KIAA1432,hsa-miR-7845-5p,0
COX11,hsa-miR-7845-5p,0
TP53RK,hsa-miR-7845-5p,0
RBM12B,hsa-miR-7845-5p,0
TMOD4,hsa-miR-7845-5p,1
CYGB,hsa-miR-7845-5p,1
ZNF267,hsa-miR-208b-3p,0
RAB4A,hsa-miR-208b-3p,1
CXORF58,hsa-miR-208b-3p,1
ZNF267,hsa-miR-7161-5p,0
MED22,hsa-miR-7161-5p,1
SRP54,hsa-miR-7161-5p,1
COG6,hsa-miR-4524b-3p,0
CPT1A,hsa-miR-4524b-3p,0
PCYT1A,hsa-miR-4524b-3p,0
GABRG2,hsa-miR-4524b-3p,0
C2ORF3,hsa-miR-4524b-3p,1
EPHA10,hsa-miR-548as-3p,0
WDR90,hsa-miR-548as-3p,0
PXMP2,hsa-miR-548as-3p,1
PERLD1,hsa-miR-3686,0
FGF19,hsa-miR-3686,1
UST,hsa-miR-3686,1
RINL,hsa-miR-4440,1
SLTM,hsa-miR-4440,0
WDR55,hsa-miR-4440,1
CCDC114,hsa-miR-4440,1
U2AF2,hsa-miR-7162-5p,0
KCTD7,hsa-miR-7162-5p,1
ACOT6,hsa-miR-4423-5p,1
SLC39A11,hsa-miR-4423-5p,1
IK,hsa-miR-4760-3p,0
KIAA0556,hsa-miR-4760-3p,1
IK,hsa-miR-517-5p,0
GAMT,hsa-miR-517-5p,1
NCL,hsa-miR-3655,1
MSN,hsa-miR-3655,1
CDK5RAP3,hsa-miR-4482-5p,0
IGFBP4,hsa-miR-4482-5p,1
ING1,hsa-miR-7844-5p,0
DCP1B,hsa-miR-7844-5p,1
ING1,hsa-miR-4798-5p,0
C17ORF39,hsa-miR-4798-5p,1
C1ORF58,hsa-miR-4789-5p,1
C8ORF80,hsa-miR-4789-5p,0
FGF18,hsa-miR-4789-5p,0
BTBD1,hsa-miR-4789-5p,1
CTAGE5,hsa-miR-361-3p,0
FAM65B,hsa-miR-6799-3p,1
CNOT10,hsa-miR-6799-3p,0
NIPBL,hsa-miR-6799-3p,1
PLEKHG4,hsa-miR-6750-5p,1
ZNF589,hsa-miR-6750-5p,1
NEFH,hsa-miR-6750-5p,1
CHD7,hsa-miR-548av-3p,1
NEUROD2,hsa-miR-548av-3p,0
C22ORF15,hsa-miR-548av-3p,1
KRTAP1-3,hsa-miR-548av-3p,1
OLFM2,hsa-miR-4537,0
DPY30,hsa-miR-4537,1
TSNAX,hsa-miR-4537,1
LZTS1,hsa-miR-4537,1
TCP11L2,hsa-miR-4796-3p,0
LTBR,hsa-miR-4796-3p,1
C16ORF71,hsa-miR-4796-3p,1
PRSS35,hsa-miR-4796-3p,1
PLD3,hsa-miR-1294,0
SIGLEC1,hsa-miR-4749-5p,0
RCE1,hsa-miR-4749-5p,1
NRBF2,hsa-miR-4749-5p,1
ZNF556,hsa-miR-4457,0
KLK8,hsa-miR-4457,1
C13ORF28,hsa-miR-4457,1
POTEG,hsa-miR-4457,1
ZNF556,hsa-miR-548at-3p,0
ASB1,hsa-miR-548at-3p,1
MOBKL3,hsa-miR-548at-3p,1
ZNF556,hsa-miR-4666a-5p,0
CRABP2,hsa-miR-4666a-5p,1
OAF,hsa-miR-4666a-5p,1
FKRP,hsa-miR-7110-5p,1
SNX4,hsa-miR-1277-3p,0
NLRP9,hsa-miR-1277-3p,1
CAPG,hsa-miR-1277-3p,1
BOK,hsa-miR-5191,0
CD3E,hsa-miR-5191,1
ANKRD52,hsa-miR-5191,1
SCN3B,hsa-miR-5191,1
KCNV2,hsa-miR-4646-5p,0
LRRC15,hsa-miR-4646-5p,1
TMOD4,hsa-miR-4646-5p,1
A2M,hsa-miR-6784-5p,1
LOC729993,hsa-miR-6784-5p,1
C21ORF58,hsa-miR-6784-5p,1
FAM92A1,hsa-miR-4705,0
RPL22,hsa-miR-4705,0
MCOLN3,hsa-miR-4705,1
TTLL11,hsa-miR-4705,1
SLC39A4,hsa-miR-4700-5p,0
LRP2BP,hsa-miR-4265,1
C19ORF52,hsa-miR-4265,1
C10ORF18,hsa-miR-4265,1
C12ORF52,hsa-miR-4314,1
ITIH5L,hsa-miR-4314,1
SNX5,hsa-miR-4783-5p,1
SOCS5,hsa-miR-4783-5p,1
KATNA1,hsa-miR-3684,1
IMMP2L,hsa-miR-6864-3p,1
PRAMEF12,hsa-miR-6864-3p,1
LOC401052,hsa-miR-6864-3p,1
RANBP17,hsa-miR-6864-3p,1
PPIG,hsa-miR-6864-3p,1
ZNF321,hsa-miR-6864-3p,1
FLJ45079,hsa-miR-619-3p,0
FLJ45079,hsa-miR-5195-5p,0
ERAF,hsa-miR-5195-5p,0
CDYL2,hsa-miR-5195-5p,1
FLJ45079,hsa-miR-3654,0
FLJ45079,hsa-miR-6872-5p,0
C1ORF185,hsa-miR-6872-5p,1
LRDD,hsa-miR-3197,0
TMIGD2,hsa-miR-3197,1
NR2F1,hsa-miR-6883-3p,0
ELMO3,hsa-miR-6883-3p,0
R3HCC1,hsa-miR-6883-3p,1
ABHD14A,hsa-miR-6883-3p,0
ZNF714,hsa-miR-6883-3p,1
THTPA,hsa-miR-6883-3p,1
MRPL23,hsa-miR-6883-3p,1
ZNF529,hsa-miR-3692-5p,0
HS3ST5,hsa-miR-3692-5p,0
CAND2,hsa-miR-3692-5p,1
ARMC2,hsa-miR-3692-5p,1
NOSTRIN,hsa-miR-4749-3p,1
OPHN1,hsa-miR-4749-3p,1
C17ORF76,hsa-miR-1225-3p,0
PIP5K1C,hsa-miR-6853-5p,0
HPX,hsa-miR-6853-5p,0
MRPL41,hsa-miR-6853-5p,0
WWP2,hsa-miR-10396a-5p,0
ZBTB16,hsa-miR-4661-5p,0
LRRC14,hsa-miR-1236-3p,0
RORC,hsa-miR-1236-3p,1
CORO7,hsa-miR-1236-3p,1
YIPF6,hsa-miR-3065-3p,0
FMNL2,hsa-miR-3065-3p,1
NKX2-5,hsa-miR-3065-3p,1
YIPF6,hsa-miR-6822-3p,1
CXORF51,hsa-miR-6822-3p,0
GPR113,hsa-miR-133a-5p,1
PPWD1,hsa-miR-133a-5p,1
CHSY3,hsa-miR-133a-5p,1
BET1L,hsa-miR-6511a-5p,0
BET1L,hsa-miR-548y,0
HCRTR2,hsa-miR-548y,0
MSTO1,hsa-miR-548y,1
PTAFR,hsa-miR-548y,1
TTC39B,hsa-miR-5092,0
CHI3L1,hsa-miR-5092,0
ASAP1,hsa-miR-5092,1
PRTFDC1,hsa-miR-5092,1
PPP1R16B,hsa-miR-7704,0
LRP11,hsa-miR-7704,1
ANKLE2,hsa-miR-6830-3p,0
OFD1,hsa-miR-6830-3p,0
SIN3A,hsa-miR-6830-3p,1
GPR177,hsa-miR-769-3p,0
WNT4,hsa-miR-769-3p,0
C14ORF148,hsa-miR-769-3p,0
GPR177,hsa-miR-6759-3p,1
ZFPL1,hsa-miR-6759-3p,1
SLPI,hsa-miR-6759-3p,1
RNF144A,hsa-miR-6759-3p,1
SYT1,hsa-miR-369-5p,0
WNT11,hsa-miR-369-5p,1
PTPN20A,hsa-miR-369-5p,1
CHRNA9,hsa-miR-369-5p,1
CPT1A,hsa-miR-4684-5p,1
ATP6V0D2,hsa-miR-4684-5p,1
ZNF287,hsa-miR-4684-5p,1
LIG1,hsa-miR-4684-5p,1
STK38,hsa-miR-6826-5p,0
TROAP,hsa-miR-6826-5p,0
C8ORF80,hsa-miR-6826-5p,0
LZTFL1,hsa-miR-6826-5p,1
ALOX15B,hsa-miR-6826-5p,1
BTBD9,hsa-miR-6798-5p,0
FAM53C,hsa-miR-6798-5p,1
DPY19L2,hsa-miR-6798-5p,1
AARS2,hsa-miR-599,0
MPP4,hsa-miR-599,1
PRSS16,hsa-miR-663b,0
TTC39A,hsa-miR-663b,0
RIF1,hsa-miR-663b,1
WDR13,hsa-miR-2117,0
FAM126A,hsa-miR-2117,1
GNAO1,hsa-miR-2117,1
GRM7,hsa-miR-2117,1
DHX9,hsa-miR-2117,1
TRPM8,hsa-miR-4263,0
GEFT,hsa-miR-4263,1
SYNGR2,hsa-miR-4263,1
GTPBP1,hsa-miR-548w,0
METT10D,hsa-miR-548w,1
FLJ37078,hsa-miR-802,1
ZGPAT,hsa-miR-802,1
SUV420H1,hsa-miR-4733-5p,1
STAT1,hsa-miR-4733-5p,1
ARHGDIA,hsa-miR-548e-5p,1
PRPF3,hsa-miR-548e-5p,1
CALD1,hsa-miR-615-5p,0
TNK2,hsa-miR-615-5p,0
SLC22A6,hsa-miR-615-5p,1
KIAA0913,hsa-miR-615-5p,1
DEFB107B,hsa-miR-4279,0
KIAA0195,hsa-miR-4279,1
PRPF38A,hsa-miR-4279,1
TTC31,hsa-miR-4279,1
RIMS3,hsa-miR-548t-3p,0
RPL24,hsa-miR-548t-3p,1
TATDN2,hsa-miR-548t-3p,1
IGDCC3,hsa-miR-374c-3p,0
SPEF2,hsa-miR-374c-3p,0
TADA2B,hsa-miR-676-3p,0
CIB4,hsa-miR-676-3p,1
TADA2B,hsa-miR-1468-3p,1
NKX6-1,hsa-miR-520d-5p,0
MYL6,hsa-miR-520d-5p,1
RGNEF,hsa-miR-520d-5p,1
WDR90,hsa-miR-4470,0
KRT17,hsa-miR-4470,1
TMEM156,hsa-miR-4470,1
DDX17,hsa-miR-4470,1
ITGB4,hsa-miR-8052,1
C6ORF124,hsa-miR-8052,1
FZD6,hsa-miR-8052,1
SLC17A2,hsa-miR-8052,1
LRP12,hsa-miR-3605-5p,0
SNX12,hsa-miR-3605-5p,0
TMEM224,hsa-miR-877-5p,0
C12ORF63,hsa-miR-877-5p,0
GFRA1,hsa-miR-877-5p,1
MBOAT7,hsa-miR-877-5p,1
PRPH2,hsa-miR-877-5p,1
MDS1,hsa-miR-8086,0
C19ORF10,hsa-miR-8086,0
PPIL2,hsa-miR-8086,0
ZNF182,hsa-miR-8086,0
PAFAH1B3,hsa-miR-8086,1
GDPD5,hsa-miR-8086,1
RDH16,hsa-miR-8086,1
MDS1,hsa-miR-5681b,1
PI16,hsa-miR-5681b,1
FBXL3,hsa-miR-3529-3p,1
IGLL3,hsa-miR-5197-3p,0
RPS27A,hsa-miR-5197-3p,1
IGLL3,hsa-miR-6718-5p,0
C10ORF25,hsa-miR-8485,0
CGB7,hsa-miR-8485,1
FLYWCH1,hsa-miR-8485,1
C10ORF25,hsa-miR-5699-5p,0
CGB7,hsa-miR-1304-5p,0
C1ORF183,hsa-miR-1304-5p,1
SNRNP70,hsa-miR-1304-5p,1
PPP2R4,hsa-miR-3689b-3p,0
CCDC135,hsa-miR-3689b-3p,0
NUP160,hsa-miR-3689b-3p,0
C11ORF9,hsa-miR-3940-5p,1
IVL,hsa-miR-3940-5p,1
FAM98A,hsa-miR-567,0
RAB37,hsa-miR-567,1
NEDD4L,hsa-miR-567,1
FAM71E1,hsa-miR-4676-5p,1
DDI2,hsa-miR-4676-5p,1
SPATA17,hsa-miR-4676-5p,1
ZNF502,hsa-miR-3180-3p,0
ACOT4,hsa-miR-3180-3p,0
STIL,hsa-miR-3180-3p,1
FAM71B,hsa-miR-3180-3p,1
CXORF51,hsa-miR-549a-5p,0
KLF17,hsa-miR-548az-5p,0
IRAK4,hsa-miR-548az-5p,0
CES1,hsa-miR-548az-5p,0
ABI3,hsa-miR-548az-5p,1
DBNDD2,hsa-miR-548az-5p,1
POU1F1,hsa-miR-548az-5p,1
COL4A6,hsa-miR-548az-5p,1
PXK,hsa-miR-3136-3p,0
CTAG2,hsa-miR-3136-3p,1
ACCN2,hsa-miR-24-2-5p,0
MPHOSPH10,hsa-miR-24-2-5p,1
STK32B,hsa-miR-1909-5p,0
ABHD14A,hsa-miR-4776-3p,1
LHFPL2,hsa-miR-4776-3p,1
MAML2,hsa-miR-4776-3p,1
RNASEH2C,hsa-miR-4776-3p,1
TSGA14,hsa-miR-4659b-3p,1
RHD,hsa-miR-4659b-3p,1
ENOX1,hsa-miR-6770-3p,1
SH3YL1,hsa-miR-519b-5p,0
ALPP,hsa-miR-519b-5p,1
COX11,hsa-miR-4286,0
RAB34,hsa-miR-4286,1
FRMPD1,hsa-miR-671-3p,0
NRTN,hsa-miR-671-3p,0
LOC143678,hsa-miR-671-3p,0
HSF4,hsa-miR-671-3p,1
KCNA2,hsa-miR-671-3p,1
PNLIPRP3,hsa-miR-671-3p,1
CYP2F1,hsa-miR-3118,0
SLK,hsa-miR-3118,1
SPRN,hsa-miR-6529-3p,0
PXDN,hsa-miR-6529-3p,1
VPREB1,hsa-miR-6529-3p,1
DDX49,hsa-miR-6827-5p,0
PLEKHA9,hsa-miR-6827-5p,0
DTWD1,hsa-miR-6827-5p,1
HEATR5B,hsa-miR-8060,0
IL1RAPL1,hsa-miR-3120-5p,1
INPP5A,hsa-miR-3120-5p,1
C19ORF25,hsa-miR-3120-5p,1
FMR1NB,hsa-miR-3120-5p,1
REEP5,hsa-miR-6811-5p,0
C3ORF59,hsa-miR-6811-5p,1
TST,hsa-miR-642a-3p,1
GDF15,hsa-miR-642a-3p,1
TTC12,hsa-miR-2355-5p,0
BMP6,hsa-miR-499a-3p,1
ZNF491,hsa-miR-499a-3p,1
ATRNL1,hsa-miR-499a-3p,1
SFRS5,hsa-let-7g-3p,0
LTV1,hsa-let-7g-3p,1
SV2C,hsa-let-7g-3p,1
SFRS5,hsa-miR-4798-3p,0
IQWD1,hsa-miR-4798-3p,1
TCF7L2,hsa-miR-5194,0
CA3,hsa-miR-5194,1
GATSL3,hsa-miR-6832-5p,0
B3GNT4,hsa-miR-6832-5p,0
BHLHE40,hsa-miR-6832-5p,1
HS6ST1,hsa-miR-4494,1
GATS,hsa-miR-4494,1
NUBP1,hsa-miR-4494,1
BCAM,hsa-miR-4494,1
ALPK1,hsa-miR-196a-1-3p,1
TSGA10IP,hsa-miR-7158-5p,0
PRAMEF12,hsa-miR-7158-5p,0
DCLRE1C,hsa-miR-7158-5p,1
VPREB3,hsa-miR-12113,0
C4ORF31,hsa-miR-12113,1
BACH2,hsa-miR-12113,1
SLC44A2,hsa-miR-12113,1
SFRS12IP1,hsa-miR-595,0
INPP1,hsa-miR-595,1
SFRS12,hsa-miR-595,1
ACTR5,hsa-miR-595,1
